Date,Quantity,UnitPrice,ItemsInCart,ReferralSource,TotalPrice,CouponUsed,PricePerItem,OrderMonth,OrderYear,AverageCartValue,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,CouponCode_SAVE10,CouponCode_WINTER15
2023-08-27,5,221.51,5,4,1107.55,1,221.51,8,2023,221.51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2024-06-11,4,340.3,8,4,1361.2,1,340.3,6,2024,170.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-01-23,1,625.0,5,2,625.0,1,625.0,1,2025,125.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2025-06-07,5,433.26,9,2,2166.3,1,433.26,6,2025,240.7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2023-06-18,2,674.9,4,1,1349.8,1,674.9,6,2023,337.45,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2025-02-06,3,253.98,3,0,761.94,1,253.98,2,2025,253.98,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-01-21,3,356.84,5,3,1070.52,1,356.84,1,2025,214.1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
2023-09-05,4,413.71,9,1,1654.84,1,413.71,9,2023,183.87,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-03-04,3,147.39,3,0,442.17,1,147.39,3,2023,147.39,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2024-04-16,4,229.1,8,0,916.4,1,229.1,4,2024,114.55,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2025-03-18,1,121.96,3,2,121.96,1,121.96,3,2025,40.65,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2024-10-08,2,408.32,3,1,816.64,1,408.32,10,2024,272.21,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-08-29,5,187.97,9,2,939.85,1,187.97,8,2023,104.43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2024-12-05,3,358.48,7,1,1075.44,1,358.48,12,2024,153.63,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2025-01-03,3,193.58,7,0,580.74,1,193.58,1,2025,82.96,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2023-06-20,1,265.38,6,0,265.38,1,265.38,6,2023,44.23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2023-04-20,1,634.4,6,0,634.4,1,634.4,4,2023,105.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024-08-21,4,305.72,5,1,1222.88,1,305.72,8,2024,244.58,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023-08-10,1,303.6,5,1,303.6,1,303.6,8,2023,60.72,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2025-04-15,4,496.0,8,2,1984.0,1,496.0,4,2025,248.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2024-05-20,4,321.51,9,2,1286.04,1,321.51,5,2024,142.89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-04-28,3,112.46,6,3,337.38,1,112.46,4,2023,56.23,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
2025-05-02,5,61.97,6,0,309.85,1,61.97,5,2025,51.64,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-07-18,2,373.17,6,4,746.34,1,373.17,7,2023,124.39,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2024-02-23,5,639.37,6,2,3196.85,1,639.37,2,2024,532.81,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2023-05-04,4,693.36,8,3,2773.44,1,693.36,5,2023,346.68,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2024-09-11,4,692.91,9,3,2771.64,1,692.91,9,2024,307.96,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2023-09-23,4,91.46,9,4,365.84,1,91.46,9,2023,40.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2024-03-13,3,273.96,8,2,821.88,1,273.96,3,2024,102.74,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2025-06-27,3,588.05,8,3,1764.15,1,588.05,6,2025,220.52,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2023-11-02,2,365.17,4,1,730.34,1,365.17,11,2023,182.58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-05-17,4,385.92,8,3,1543.68,1,385.92,5,2023,192.96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-03-28,1,562.61,3,1,562.61,1,562.61,3,2025,187.54,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
2023-12-16,4,61.91,6,0,247.64,1,61.91,12,2023,41.27,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2023-11-05,4,41.9,9,3,167.6,1,41.9,11,2023,18.62,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2023-05-19,4,444.44,8,2,1777.76,1,444.44,5,2023,222.22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2024-08-24,3,311.33,3,3,933.99,1,311.33,8,2024,311.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-11-26,4,236.41,7,2,945.64,1,236.41,11,2024,135.09,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2023-02-20,1,65.45,2,2,65.45,1,65.45,2,2023,32.72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2023-01-01,1,318.81,3,0,318.81,1,318.81,1,2023,106.27,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2024-03-14,3,583.72,5,1,1751.16,1,583.72,3,2024,350.23,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2024-12-13,4,384.32,6,2,1537.28,1,384.32,12,2024,256.21,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2024-12-11,3,538.74,6,0,1616.22,1,538.74,12,2024,269.37,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2023-07-12,1,17.24,2,3,17.24,1,17.24,7,2023,8.62,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2023-05-16,5,615.67,6,0,3078.35,1,615.67,5,2023,513.06,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2023-05-09,2,219.1,4,4,438.2,1,219.1,5,2023,109.55,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2025-05-09,2,144.66,7,2,289.32,1,144.66,5,2025,41.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-02-16,2,317.77,4,1,635.54,1,317.77,2,2023,158.88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2025-04-20,1,223.3,1,1,223.3,1,223.3,4,2025,223.3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2024-08-30,2,342.11,2,3,684.22,1,342.11,8,2024,342.11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2023-07-20,2,220.9,4,0,441.8,1,220.9,7,2023,110.45,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2023-07-02,1,670.54,6,4,670.54,1,670.54,7,2023,111.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2024-02-07,1,546.19,5,4,546.19,1,546.19,2,2024,109.24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2023-04-05,3,42.95,8,0,128.85,1,42.95,4,2023,16.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2025-05-15,4,14.69,9,0,58.76,1,14.69,5,2025,6.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-20,4,668.36,5,1,2673.44,1,668.36,9,2024,534.69,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-03-23,4,413.74,7,3,1654.96,1,413.74,3,2024,236.42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2023-12-26,3,263.19,5,3,789.57,1,263.19,12,2023,157.91,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
2024-05-13,1,263.96,2,2,263.96,1,263.96,5,2024,131.98,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2025-06-30,5,75.81,10,3,379.05,1,75.81,6,2025,37.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2024-04-23,1,406.22,5,4,406.22,1,406.22,4,2024,81.24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2024-02-26,2,103.41,2,4,206.82,1,103.41,2,2024,103.41,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2023-06-11,4,435.12,9,3,1740.48,1,435.12,6,2023,193.39,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2023-05-17,2,407.79,3,2,815.58,1,407.79,5,2023,271.86,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2025-05-28,5,173.65,9,0,868.25,1,173.65,5,2025,96.47,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2023-01-10,4,249.07,5,4,996.28,1,249.07,1,2023,199.26,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2023-03-25,4,434.85,4,2,1739.4,1,434.85,3,2023,434.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2024-08-03,1,436.77,5,2,436.77,1,436.77,8,2024,87.35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-12-22,1,572.13,4,2,572.13,1,572.13,12,2023,143.03,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2024-06-08,4,583.07,6,4,2332.28,1,583.07,6,2024,388.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025-04-17,5,468.51,9,1,2342.55,1,468.51,4,2025,260.28,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2023-08-11,2,423.88,7,4,847.76,1,423.88,8,2023,121.11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2023-11-25,4,663.67,7,2,2654.68,1,663.67,11,2023,379.24,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2023-06-04,4,309.91,5,2,1239.64,1,309.91,6,2023,247.93,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
2023-03-28,1,542.07,6,4,542.07,1,542.07,3,2023,90.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2023-09-19,2,399.32,6,3,798.64,1,399.32,9,2023,133.11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2024-10-27,2,238.25,7,0,476.5,1,238.25,10,2024,68.07,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-02-04,2,182.4,5,4,364.8,1,182.4,2,2023,72.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2023-11-04,2,65.07,4,2,130.14,1,65.07,11,2023,32.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2025-03-29,2,600.57,3,3,1201.14,1,600.57,3,2025,400.38,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2024-09-09,5,90.92,9,1,454.6,1,90.92,9,2024,50.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2024-11-18,5,362.46,6,3,1812.3,1,362.46,11,2024,302.05,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-10-20,3,55.01,7,0,165.03,1,55.01,10,2023,23.58,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2023-03-27,3,404.62,6,3,1213.86,1,404.62,3,2023,202.31,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2023-07-27,4,654.79,9,4,2619.16,1,654.79,7,2023,291.02,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025-04-22,4,637.79,9,2,2551.16,1,637.79,4,2025,283.46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2025-02-28,4,540.33,6,2,2161.32,1,540.33,2,2025,360.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-16,5,208.17,6,1,1040.85,1,208.17,2,2023,173.48,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2025-06-10,1,338.31,3,2,338.31,1,338.31,6,2025,112.77,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2025-04-07,3,139.45,8,2,418.35,1,139.45,4,2025,52.29,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2023-11-24,4,655.18,5,1,2620.72,1,655.18,11,2023,524.14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-03-12,4,512.75,8,2,2051.0,1,512.75,3,2023,256.38,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2023-07-26,4,160.49,8,4,641.96,1,160.49,7,2023,80.24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2023-05-05,3,99.9,8,1,299.7,1,99.9,5,2023,37.46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2024-05-12,2,345.01,6,2,690.02,1,345.01,5,2024,115.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2025-01-15,1,65.95,5,1,65.95,1,65.95,1,2025,13.19,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-16,4,463.04,9,3,1852.16,1,463.04,2,2023,205.8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
2025-04-01,2,297.71,7,4,595.42,1,297.71,4,2025,85.06,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
2023-01-25,5,107.48,9,0,537.4,1,107.48,1,2023,59.71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2024-06-19,5,638.8,10,4,3194.0,1,638.8,6,2024,319.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2023-02-22,2,493.88,7,3,987.76,1,493.88,2,2023,141.11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2023-12-19,4,301.17,6,0,1204.68,1,301.17,12,2023,200.78,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-01-20,1,278.66,2,3,278.66,1,278.66,1,2024,139.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024-09-02,1,287.46,3,1,287.46,1,287.46,9,2024,95.82,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2023-05-11,1,583.99,2,0,583.99,1,583.99,5,2023,292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-05-16,3,468.74,4,3,1406.22,1,468.74,5,2023,351.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-12-07,1,30.54,1,2,30.54,1,30.54,12,2024,30.54,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2024-10-18,5,408.73,10,3,2043.65,1,408.73,10,2024,204.36,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2023-11-25,4,126.89,9,3,507.56,1,126.89,11,2023,56.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-06-07,2,57.07,3,3,114.14,1,57.07,6,2024,38.05,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2023-07-01,3,557.41,4,0,1672.23,1,557.41,7,2023,418.06,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2023-12-11,3,448.9,7,3,1346.7,1,448.9,12,2023,192.39,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2023-10-03,4,549.76,4,1,2199.04,1,549.76,10,2023,549.76,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2024-02-24,3,132.48,4,4,397.44,1,132.48,2,2024,99.36,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2025-05-17,5,489.37,8,3,2446.85,1,489.37,5,2025,305.86,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2025-05-24,5,66.31,7,4,331.55,1,66.31,5,2025,47.36,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2023-07-09,2,434.3,7,3,868.6,1,434.3,7,2023,124.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2023-10-04,4,153.09,4,4,612.36,1,153.09,10,2023,153.09,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2025-05-12,5,91.67,9,0,458.35,1,91.67,5,2025,50.93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2023-10-02,4,275.28,9,1,1101.12,1,275.28,10,2023,122.35,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2023-04-10,2,139.95,5,3,279.9,1,139.95,4,2023,55.98,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2024-07-27,3,148.72,7,2,446.16,1,148.72,7,2024,63.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-12-02,2,563.06,6,3,1126.12,1,563.06,12,2023,187.69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2024-12-19,1,625.51,1,1,625.51,1,625.51,12,2024,625.51,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2023-08-09,4,152.29,6,2,609.16,1,152.29,8,2023,101.53,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2024-06-14,5,231.82,6,1,1159.1,1,231.82,6,2024,193.18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
2025-01-26,1,150.17,1,4,150.17,1,150.17,1,2025,150.17,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2024-06-13,3,70.93,5,4,212.79,1,70.93,6,2024,42.56,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
2023-06-29,3,361.39,8,4,1084.17,1,361.39,6,2023,135.52,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2024-07-01,5,670.48,5,1,3330.4075,1,666.08,7,2024,666.08,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2023-07-25,1,359.99,5,0,359.99,1,359.99,7,2023,72.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2023-02-28,5,674.04,7,2,3330.4075,1,666.08,2,2023,475.77,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2024-12-25,4,283.16,6,2,1132.64,1,283.16,12,2024,188.77,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2024-06-02,5,260.53,5,3,1302.65,1,260.53,6,2024,260.53,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2023-04-15,3,422.13,7,1,1266.39,1,422.13,4,2023,180.91,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
2024-07-03,5,125.02,9,2,625.1,1,125.02,7,2024,69.46,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2024-04-16,1,198.51,5,3,198.51,1,198.51,4,2024,39.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2024-03-26,4,224.75,7,1,899.0,1,224.75,3,2024,128.43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2025-03-03,3,205.86,4,0,617.58,1,205.86,3,2025,154.4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2023-12-29,1,18.2,4,3,18.2,1,18.2,12,2023,4.55,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2023-05-29,3,502.77,8,0,1508.31,1,502.77,5,2023,188.54,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
2023-11-08,5,305.49,10,4,1527.45,1,305.49,11,2023,152.74,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2024-04-10,2,236.33,3,3,472.66,1,236.33,4,2024,157.55,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
2023-04-23,5,521.25,8,0,2606.25,1,521.25,4,2023,325.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-23,1,167.15,5,0,167.15,1,167.15,9,2024,33.43,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
2025-06-24,5,466.42,5,4,2332.1,1,466.42,6,2025,466.42,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2023-02-26,1,527.57,3,1,527.57,1,527.57,2,2023,175.86,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2025-03-06,3,623.34,3,3,1870.02,1,623.34,3,2025,623.34,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2023-12-07,5,501.26,10,4,2506.3,1,501.26,12,2023,250.63,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2024-12-06,1,655.09,6,4,655.09,1,655.09,12,2024,109.18,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2024-02-03,4,264.79,5,2,1059.16,1,264.79,2,2024,211.83,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
2024-03-13,3,359.73,7,0,1079.19,1,359.73,3,2024,154.17,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2023-11-30,1,465.33,2,2,465.33,1,465.33,11,2023,232.66,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2023-06-03,2,54.41,6,3,108.82,1,54.41,6,2023,18.14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2025-02-15,1,64.66,4,3,64.66,1,64.66,2,2025,16.16,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2023-08-31,5,173.96,8,3,869.8,1,173.96,8,2023,108.72,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2025-03-28,1,630.82,5,2,630.82,1,630.82,3,2025,126.16,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2023-07-11,1,693.41,4,3,693.41,1,693.41,7,2023,173.35,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2025-06-03,3,433.33,4,4,1299.99,1,433.33,6,2025,325.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2023-05-06,5,374.58,10,3,1872.9,1,374.58,5,2023,187.29,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2023-07-08,5,408.56,8,3,2042.8,1,408.56,7,2023,255.35,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2024-04-07,2,183.67,3,2,367.34,1,183.67,4,2024,122.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
2023-06-09,4,606.57,5,4,2426.28,1,606.57,6,2023,485.26,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2024-06-06,4,589.57,8,3,2358.28,1,589.57,6,2024,294.79,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-06-29,5,659.85,9,1,3299.25,1,659.85,6,2024,366.58,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
2023-06-27,4,206.84,5,3,827.36,1,206.84,6,2023,165.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2024-05-24,5,113.87,6,0,569.35,1,113.87,5,2024,94.89,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2023-11-24,5,628.74,9,1,3143.7,1,628.74,11,2023,349.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-14,1,678.38,4,4,678.38,1,678.38,2,2025,169.6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2023-02-10,3,602.24,8,4,1806.72,1,602.24,2,2023,225.84,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2024-04-25,5,658.77,10,3,3293.85,1,658.77,4,2024,329.38,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2023-05-01,3,271.02,6,2,813.06,1,271.02,5,2023,135.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-12-22,5,375.25,9,0,1876.25,1,375.25,12,2024,208.47,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
2025-05-03,1,312.11,4,1,312.11,1,312.11,5,2025,78.03,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2023-01-05,5,307.76,9,2,1538.8,1,307.76,1,2023,170.98,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2025-02-14,3,483.53,4,4,1450.59,1,483.53,2,2025,362.65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-01-02,3,341.15,4,3,1023.45,1,341.15,1,2023,255.86,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2024-09-16,1,571.9,1,3,571.9,1,571.9,9,2024,571.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2025-01-16,4,95.03,8,1,380.12,1,95.03,1,2025,47.52,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-08-24,5,201.22,6,1,1006.1,1,201.22,8,2023,167.68,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2024-07-22,1,260.26,5,3,260.26,1,260.26,7,2024,52.05,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2024-02-01,5,64.5,8,3,322.5,1,64.5,2,2024,40.31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2024-09-21,3,297.67,6,2,893.01,1,297.67,9,2024,148.84,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2024-04-20,4,331.9,5,3,1327.6,1,331.9,4,2024,265.52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2023-06-07,1,191.76,1,3,191.76,1,191.76,6,2023,191.76,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2025-01-30,4,263.09,8,2,1052.36,1,263.09,1,2025,131.54,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
2023-01-20,4,393.8,7,0,1575.2,1,393.8,1,2023,225.03,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2024-11-24,3,553.57,4,1,1660.71,1,553.57,11,2024,415.18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2023-10-31,5,191.63,6,1,958.15,1,191.63,10,2023,159.69,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2023-04-28,1,93.02,4,0,93.02,1,93.02,4,2023,23.26,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2024-06-27,2,39.53,3,2,79.06,1,39.53,6,2024,26.35,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
2023-12-28,3,633.97,7,1,1901.91,1,633.97,12,2023,271.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2023-12-17,4,697.5,7,4,2790.0,1,697.5,12,2023,398.57,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-07-14,5,508.69,10,2,2543.45,1,508.69,7,2023,254.34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2025-01-16,2,527.46,3,4,1054.92,1,527.46,1,2025,351.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024-02-28,1,627.2,1,0,627.2,1,627.2,2,2024,627.2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2024-07-14,1,75.01,3,2,75.01,1,75.01,7,2024,25.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2023-07-05,5,529.55,10,1,2647.75,1,529.55,7,2023,264.77,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2025-04-25,3,127.41,7,4,382.23,1,127.41,4,2025,54.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2023-12-01,5,287.13,10,0,1435.65,1,287.13,12,2023,143.56,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
2023-09-28,1,427.06,1,4,427.06,1,427.06,9,2023,427.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
